2017-18 Rank,Rank in the most recent five years,Trend,School Name,City,2017-18 Rating,Rating in the most recent five years
1171/3046,n/a,n/a,St Joachim,Ancaster,6.6,n/a
1171/3046,n/a,n/a,St Joseph,Richmond Hill,6.6,n/a
1171/3046,n/a,n/a,St Josephine Bakhita,Ajax,6.6,n/a
1171/3046,n/a,n/a,St Jude,Mississauga,6.6,n/a
1171/3046,n/a,n/a,St Monica,Nepean,6.6,n/a
1171/3046,n/a,n/a,St Peter's,Milton,6.6,n/a
1171/3046,n/a,n/a,St Philip,Richmond,6.6,n/a
1171/3046,n/a,n/a,St Richard,Toronto,6.6,n/a
1171/3046,n/a,n/a,St Ursula,Brampton,6.6,n/a
1171/3046,n/a,n/a,St. Daniel Comboni,Brampton,6.6,n/a
1171/3046,n/a,n/a,St. Joseph,Douro,6.6,n/a
1171/3046,n/a,n/a,Sts Peter & Paul,Mississauga,6.6,n/a
1171/3046,n/a,n/a,Thomas D'Arcy McGee,Gloucester,6.6,n/a
1171/3046,n/a,n/a,Tony Pontes,Mississauga,6.6,n/a
1171/3046,n/a,n/a,Venerable John Merlini,Toronto,6.6,n/a
1171/3046,n/a,n/a,W C Little,Barrie,6.6,n/a
1171/3046,n/a,n/a,William Armstrong,Markham,6.6,n/a
1171/3046,n/a,n/a,Williamstown,Williamstown,6.6,n/a
1171/3046,n/a,n/a,Winchester,Brooklin,6.6,n/a
1246/3046,n/a,n/a,A Lorne Cassidy,Stittsville,6.5,n/a
1246/3046,n/a,n/a,Alexander's,Burlington,6.5,n/a
1246/3046,n/a,n/a,Aurora Heights,Aurora,6.5,n/a
1246/3046,n/a,n/a,Berner Trail,Toronto,6.5,n/a
1246/3046,n/a,n/a,Boyne,Milton,6.5,n/a
1246/3046,n/a,n/a,Bridlewood,Kanata,6.5,n/a
1246/3046,n/a,n/a,C H Norton,Burlington,6.5,n/a
1246/3046,n/a,n/a,Caradoc North,Strathroy,6.5,n/a
1246/3046,n/a,n/a,Centennial Central,Arva,6.5,n/a
1246/3046,n/a,n/a,Charlottetown,Toronto,6.5,n/a
1246/3046,n/a,n/a,Chemong,Bridgenorth,6.5,n/a
1246/3046,n/a,n/a,Churchill Alternative,Ottawa,6.5,n/a
1246/3046,n/a,n/a,Corpus Christi,Thunder Bay,6.5,n/a
1246/3046,n/a,n/a,Crosby Heights,Richmond Hill,6.5,n/a
1246/3046,n/a,n/a,Donwood Park,Toronto,6.5,n/a
1246/3046,n/a,n/a,Dresden Area Central,Dresden,6.5,n/a
1246/3046,n/a,n/a,Frère André,London,6.5,n/a
1246/3046,n/a,n/a,Half Moon Bay,Nepean,6.5,n/a
1246/3046,n/a,n/a,Herman Street,Petawawa,6.5,n/a
1246/3046,n/a,n/a,Holy Family,New Hamburg,6.5,n/a
1246/3046,n/a,n/a,Indian Creek Road,Chatham,6.5,n/a
1246/3046,n/a,n/a,Kimberley,Toronto,6.5,n/a
1246/3046,n/a,n/a,King George VI,Chatham,6.5,n/a
1246/3046,n/a,n/a,Lambton Central Centennial,Petrolia,6.5,n/a
1246/3046,n/a,n/a,l'Odyssée,Orléans,6.5,n/a
1246/3046,n/a,n/a,MacKenzie King,Kitchener,6.5,n/a
1246/3046,n/a,n/a,McNab,Arnprior,6.5,n/a
1246/3046,n/a,n/a,Moffat Creek,Cambridge,6.5,n/a
1246/3046,n/a,n/a,Monsignor Uyen,Chatham,6.5,n/a
1246/3046,n/a,n/a,Morse Street,Toronto,6.5,n/a
1246/3046,n/a,n/a,Nationview,South Mountain,6.5,n/a
1246/3046,n/a,n/a,New Prospect,Dryden,6.5,n/a
1246/3046,n/a,n/a,North Bridlewood,Toronto,6.5,n/a
1246/3046,n/a,n/a,Northridge,London,6.5,n/a
1246/3046,n/a,n/a,Notre-Dame-de-la-Merci,Coniston,6.5,n/a
1246/3046,n/a,n/a,Our Lady of Peace,Stoney Creek,6.5,n/a
1246/3046,n/a,n/a,Parnall,St Catharines,6.5,n/a
1246/3046,n/a,n/a,Port Rowan,Port Rowan,6.5,n/a
1246/3046,n/a,n/a,Prince of Wales,Thorold,6.5,n/a
1246/3046,n/a,n/a,Princess Anne,Ingersoll,6.5,n/a
1246/3046,n/a,n/a,Red Maple,Richmond Hill,6.5,n/a
1246/3046,n/a,n/a,Regina Mundi,Hamilton,6.5,n/a
1246/3046,n/a,n/a,Robert J Lee,Brampton,6.5,n/a
1246/3046,n/a,n/a,Saint-Nicolas,Milton,6.5,n/a
1246/3046,n/a,n/a,Sir John A Macdonald,Belleville,6.5,n/a
1246/3046,n/a,n/a,Sir William Osler,Bradford,6.5,n/a
1246/3046,n/a,n/a,South March,Kanata,6.5,n/a
1246/3046,n/a,n/a,St Benedict,Toronto,6.5,n/a
1246/3046,n/a,n/a,St Brigid,Brampton,6.5,n/a
1246/3046,n/a,n/a,St Brigid,Stouffville,6.5,n/a
1246/3046,n/a,n/a,St Charles,Bradford,6.5,n/a
1246/3046,n/a,n/a,St David,Maple,6.5,n/a
1246/3046,n/a,n/a,St Dominic,Oakville,6.5,n/a
1246/3046,n/a,n/a,St Elizabeth Seton,Newmarket,6.5,n/a
1246/3046,n/a,n/a,St Fidelis,Toronto,6.5,n/a
1246/3046,n/a,n/a,St Francis of Assisi,Guelph,6.5,n/a
1246/3046,n/a,n/a,St Francis Xavier,Brampton,6.5,n/a
1246/3046,n/a,n/a,St Isaac Jogues,Brampton,6.5,n/a
1246/3046,n/a,n/a,St Jerome,Aurora,6.5,n/a
1246/3046,n/a,n/a,St John Bosco,Brockville,6.5,n/a
1246/3046,n/a,n/a,St Joseph,Mississauga,6.5,n/a
1246/3046,n/a,n/a,St Margaret Mary,Woodbridge,6.5,n/a
1246/3046,n/a,n/a,St Maria Goretti,Brampton,6.5,n/a
1246/3046,n/a,n/a,St Patrick,Guelph,6.5,n/a
1246/3046,n/a,n/a,St Paul,Newmarket,6.5,n/a
1246/3046,n/a,n/a,St Paul's,Peterborough,6.5,n/a
1246/3046,n/a,n/a,St Theresa,Brantford,6.5,n/a
1246/3046,n/a,n/a,St Ursula,Chatham,6.5,n/a
1246/3046,n/a,n/a,St. Nicholas,London,6.5,n/a
1246/3046,n/a,n/a,St-Étienne,Dowling,6.5,n/a
1246/3046,n/a,n/a,The Good Shepherd,Barrie,6.5,n/a
1246/3046,n/a,n/a,University Heights,London,6.5,n/a
1246/3046,n/a,n/a,Valleyview Central,Ilderton,6.5,n/a
1246/3046,n/a,n/a,Vaughan Willard,Pickering,6.5,n/a
1246/3046,n/a,n/a,Westvale,Waterloo,6.5,n/a
1246/3046,n/a,n/a,Woodcrest,Thunder Bay,6.5,n/a
1322/3046,n/a,n/a,Abbey Lane,Oakville,6.4,n/a
1322/3046,n/a,n/a,Alliance St-Joseph,Chelmsford,6.4,n/a
1322/3046,n/a,n/a,Alma,Alma,6.4,n/a
1322/3046,n/a,n/a,Beavercrest,Markdale,6.4,n/a
1322/3046,n/a,n/a,Birch Cliff,Toronto,6.4,n/a
1322/3046,n/a,n/a,Brownridge,Thornhill,6.4,n/a
1322/3046,n/a,n/a,Cameron Street,Collingwood,6.4,n/a
1322/3046,n/a,n/a,Chris Hadfield,Whitby,6.4,n/a
1322/3046,n/a,n/a,Corpus Christi,Ottawa,6.4,n/a
1322/3046,n/a,n/a,Corpus-Christi,Oshawa,6.4,n/a
1322/3046,n/a,n/a,Doverwood,Port Dover,6.4,n/a
1322/3046,n/a,n/a,du Sacré-Coeur,Halton Hills,6.4,n/a
1322/3046,n/a,n/a,Dunsford,Dunsford,6.4,n/a
1322/3046,n/a,n/a,Elisabeth-Bruyère,Kanata,6.4,n/a
1322/3046,n/a,n/a,Elizabeth Simcoe,Toronto,6.4,n/a
1322/3046,n/a,n/a,Elora,Elora,6.4,n/a
1322/3046,n/a,n/a,Fieldcrest,Bradford,6.4,n/a
1322/3046,n/a,n/a,German Mills,Thornhill,6.4,n/a
1322/3046,n/a,n/a,Glen Dhu,Whitby,6.4,n/a
1322/3046,n/a,n/a,Gron Morgan,Thunder Bay,6.4,n/a
1322/3046,n/a,n/a,Herb Campbell,Inglewood,6.4,n/a
1322/3046,n/a,n/a,Holy Name of Mary,Almonte,6.4,n/a
1322/3046,n/a,n/a,Holy Redeemer,Kanata,6.4,n/a
1322/3046,n/a,n/a,Huronia Centennial,Elmvale,6.4,n/a
1322/3046,n/a,n/a,J.-L.-Couroux,Carleton Place,6.4,n/a
1322/3046,n/a,n/a,Jean-Robert Gauthier,Nepean,6.4,n/a
1322/3046,n/a,n/a,John Sweeney,Kitchener,6.4,n/a
1322/3046,n/a,n/a,John XXIII,Oshawa,6.4,n/a
1322/3046,n/a,n/a,l'Ange-Gardien,North Lancaster,6.4,n/a
1322/3046,n/a,n/a,Laurier-Carrière,Nepean,6.4,n/a
1322/3046,n/a,n/a,Lord Elgin,Ajax,6.4,n/a
1322/3046,n/a,n/a,Mason Road,Toronto,6.4,n/a
1322/3046,n/a,n/a,Michaëlle Jean,Hamilton,6.4,n/a
1322/3046,n/a,n/a,Mnjikaning Kendaaswin,Rama,6.4,n/a
1322/3046,n/a,n/a,Mother Teresa,Courtice,6.4,n/a
1322/3046,n/a,n/a,Oakland-Scotland,Scotland,6.4,n/a
1322/3046,n/a,n/a,Open Roads,Dryden,6.4,n/a
1322/3046,n/a,n/a,Our Lady of Fatima,Grimsby,6.4,n/a
1322/3046,n/a,n/a,Our Lady of Good Counsel,Ingleside,6.4,n/a
1322/3046,n/a,n/a,Pierre-Elliott-Trudeau,Toronto,6.4,n/a
1322/3046,n/a,n/a,Primrose,Shelburne,6.4,n/a
1322/3046,n/a,n/a,Reesor Park,Markham,6.4,n/a
1322/3046,n/a,n/a,Rideau,Kingston,6.4,n/a
1322/3046,n/a,n/a,Roger-Saint-Denis,Kanata,6.4,n/a
1322/3046,n/a,n/a,Roland Michener,Ajax,6.4,n/a
1322/3046,n/a,n/a,Rosebank Road,Pickering,6.4,n/a
1322/3046,n/a,n/a,Roselands,Toronto,6.4,n/a
1322/3046,n/a,n/a,Rousseau,Ancaster,6.4,n/a
1322/3046,n/a,n/a,Ryerson,Burlington,6.4,n/a
1322/3046,n/a,n/a,Sacred Heart,Guelph,6.4,n/a
1322/3046,n/a,n/a,Saint-Noël-Chabanel,Toronto,6.4,n/a
1322/3046,n/a,n/a,Saint-Paul,Lively,6.4,n/a
1322/3046,n/a,n/a,Sir Isaac Brock,Brampton,6.4,n/a
1322/3046,n/a,n/a,Sparta,Sparta,6.4,n/a
1322/3046,n/a,n/a,St Agnes,Toronto,6.4,n/a
1322/3046,n/a,n/a,St Angela Merici,Bradford,6.4,n/a
1322/3046,n/a,n/a,St Anne,Sarnia,6.4,n/a
1322/3046,n/a,n/a,St Bernadette,Mississauga,6.4,n/a
1322/3046,n/a,n/a,St Bernard,Whitby,6.4,n/a
1322/3046,n/a,n/a,St Francis Xavier,Stoney Creek,6.4,n/a
1322/3046,n/a,n/a,St Isidore,Kanata,6.4,n/a
1322/3046,n/a,n/a,St Joseph,Cambridge,6.4,n/a
1322/3046,n/a,n/a,St Joseph,Fergus,6.4,n/a
1322/3046,n/a,n/a,St Jude,London,6.4,n/a
1322/3046,n/a,n/a,St Kateri Tekakwitha,Oshawa,6.4,n/a
1322/3046,n/a,n/a,St Leo,Toronto,6.4,n/a
1322/3046,n/a,n/a,St Luigi,Toronto,6.4,n/a
1322/3046,n/a,n/a,St Luke,Mississauga,6.4,n/a
1322/3046,n/a,n/a,St Marks,Burlington,6.4,n/a
1322/3046,n/a,n/a,St Martin,Ennismore,6.4,n/a
1322/3046,n/a,n/a,St Martin,London,6.4,n/a
1322/3046,n/a,n/a,St Mary,Elora,6.4,n/a
1322/3046,n/a,n/a,St Mary of the Angels,Vaughan,6.4,n/a
1322/3046,n/a,n/a,St Monica,Brampton,6.4,n/a
1322/3046,n/a,n/a,St Nicholas,Bolton,6.4,n/a
1322/3046,n/a,n/a,St Rita,Nepean,6.4,n/a
1322/3046,n/a,n/a,Tecumseth South Central,Tottenham,6.4,n/a
1322/3046,n/a,n/a,Vincent Massey,North Bay,6.4,n/a
1400/3046,n/a,n/a,Adelaide Mclaughlin,Oshawa,6.3,n/a
1400/3046,n/a,n/a,Alexander Graham Bell,Ajax,6.3,n/a
1400/3046,n/a,n/a,All Saints,Mississauga,6.3,n/a
1400/3046,n/a,n/a,Antonine Maillet,Oshawa,6.3,n/a
1400/3046,n/a,n/a,Baxter Central,Egbert,6.3,n/a
1400/3046,n/a,n/a,Brighton,Brighton,6.3,n/a
1400/3046,n/a,n/a,Canadian Martyrs,Mississauga,6.3,n/a
1400/3046,n/a,n/a,Caradoc Central,Mt. Brydges,6.3,n/a
1400/3046,n/a,n/a,Cardinal Leger,Toronto,6.3,n/a
1400/3046,n/a,n/a,Central,Kingston,6.3,n/a
1400/3046,n/a,n/a,Central Perth,Sebringville,6.3,n/a
1400/3046,n/a,n/a,Cité-Jeunesse,Trenton,6.3,n/a
1400/3046,n/a,n/a,Clarksdale,Burlington,6.3,n/a
1400/3046,n/a,n/a,Credit Meadows,Orangeville,6.3,n/a
1400/3046,n/a,n/a,Dr John Seaton,Sheffield,6.3,n/a
1400/3046,n/a,n/a,Dublin Heights,Toronto,6.3,n/a
1400/3046,n/a,n/a,Ellengale,Mississauga,6.3,n/a
1400/3046,n/a,n/a,Esten Park,Elliot Lake,6.3,n/a
1400/3046,n/a,n/a,Father John Kelly,Maple,6.3,n/a
1400/3046,n/a,n/a,Félix-Leclerc,Toronto,6.3,n/a
1400/3046,n/a,n/a,Gatestone,Stoney Creek,6.3,n/a
1400/3046,n/a,n/a,Gregory A Hogan,Sarnia,6.3,n/a
1400/3046,n/a,n/a,Highgate,Markham,6.3,n/a
1400/3046,n/a,n/a,Holy Spirit,Stittsville,6.3,n/a
1400/3046,n/a,n/a,James S Bell,Toronto,6.3,n/a
1400/3046,n/a,n/a,Jean-Ethier-Blais,Sudbury,6.3,n/a
1400/3046,n/a,n/a,Jeanne Sauvé,Stratford,6.3,n/a
1400/3046,n/a,n/a,John Marshall,Niagara Falls,6.3,n/a
1400/3046,n/a,n/a,La Mosaïque,Toronto,6.3,n/a
1400/3046,n/a,n/a,Lakeroad,Sarnia,6.3,n/a
1400/3046,n/a,n/a,Lakeview,Nepean,6.3,n/a
1400/3046,n/a,n/a,Lord Dufferin,Toronto,6.3,n/a
1400/3046,n/a,n/a,Monsignor Paul Baxter,Nepean,6.3,n/a
1400/3046,n/a,n/a,Mooretown-Courtright,Mooretown,6.3,n/a
1400/3046,n/a,n/a,North Easthope,Stratford,6.3,n/a
1400/3046,n/a,n/a,North Perth Westfield,Listowel,6.3,n/a
1400/3046,n/a,n/a,Notre Dame,Orillia,6.3,n/a
1400/3046,n/a,n/a,Orchard Park,Orillia,6.3,n/a
1400/3046,n/a,n/a,Ormiston,Whitby,6.3,n/a
1400/3046,n/a,n/a,Otonabee Valley,Peterborough,6.3,n/a
1400/3046,n/a,n/a,Park Dale,Belleville,6.3,n/a
1400/3046,n/a,n/a,Pierre-Elliott-Trudeau,Nepean,6.3,n/a
1400/3046,n/a,n/a,Pleasant,Toronto,6.3,n/a
1400/3046,n/a,n/a,Poplar Road,Toronto,6.3,n/a
1400/3046,n/a,n/a,River Oaks,Oakville,6.3,n/a
1400/3046,n/a,n/a,Rockford,Toronto,6.3,n/a
1400/3046,n/a,n/a,Sainte-Félicité,Clarence Creek,6.3,n/a
1400/3046,n/a,n/a,Saint-Grégoire,Vankleek Hill,6.3,n/a
1400/3046,n/a,n/a,Saint-Mathieu,Hammond,6.3,n/a
1400/3046,n/a,n/a,Sandhills,Kitchener,6.3,n/a
1400/3046,n/a,n/a,Scott Central,Sandford,6.3,n/a
1400/3046,n/a,n/a,Shirley Street,Toronto,6.3,n/a
1400/3046,n/a,n/a,St Anne,Kitchener,6.3,n/a
1400/3046,n/a,n/a,St Anthony,Ottawa,6.3,n/a
1400/3046,n/a,n/a,St Brendan,Stouffville,6.3,n/a
1400/3046,n/a,n/a,St Christopher,Oshawa,6.3,n/a
1400/3046,n/a,n/a,St Francis de Sales,Ajax,6.3,n/a
1400/3046,n/a,n/a,St Gabriel,Burlington,6.3,n/a
1400/3046,n/a,n/a,St John the Baptist,Bolton,6.3,n/a
1400/3046,n/a,n/a,St Joseph,Corunna,6.3,n/a
1400/3046,n/a,n/a,St Josephs,Dryden,6.3,n/a
1400/3046,n/a,n/a,St Jude's,Vankleek Hill,6.3,n/a
1400/3046,n/a,n/a,St Louis,Keewatin,6.3,n/a
1400/3046,n/a,n/a,St Mark,Toronto,6.3,n/a
1400/3046,n/a,n/a,St Martha,Kingston,6.3,n/a
1400/3046,n/a,n/a,St Paschal Baylon,Toronto,6.3,n/a
1400/3046,n/a,n/a,St Theresa,Cumberland,6.3,n/a
1400/3046,n/a,n/a,Stonehaven,Newmarket,6.3,n/a
1400/3046,n/a,n/a,Tecumseh,London,6.3,n/a
1400/3046,n/a,n/a,Warren Park,Toronto,6.3,n/a
1470/3046,n/a,n/a,Aberfoyle,Guelph,6.2,n/a
1470/3046,n/a,n/a,Académie de la Tamise,London,6.2,n/a
1470/3046,n/a,n/a,Alliston Union,Alliston,6.2,n/a
1470/3046,n/a,n/a,Alta Vista,Ottawa,6.2,n/a
1470/3046,n/a,n/a,Amabel-Sauble,Sauble Beach,6.2,n/a
1470/3046,n/a,n/a,Armadale,Markham,6.2,n/a
1470/3046,n/a,n/a,Blue Willow,Woodbridge,6.2,n/a
1470/3046,n/a,n/a,Bruce,Toronto,6.2,n/a
1470/3046,n/a,n/a,Bruce Peninsula,Lion's Head,6.2,n/a
1470/3046,n/a,n/a,Buckhorn,Buckhorn,6.2,n/a
1470/3046,n/a,n/a,Cardinal Newman,Niagara Falls,6.2,n/a
1470/3046,n/a,n/a,Cartwright Central,Blackstock,6.2,n/a
1470/3046,n/a,n/a,Charles Howitt,Richmond Hill,6.2,n/a
1470/3046,n/a,n/a,Cherrywood Acres,Niagara Falls,6.2,n/a
1470/3046,n/a,n/a,Coronation,Oshawa,6.2,n/a
1470/3046,n/a,n/a,Corpus Christi,Mississauga,6.2,n/a
1470/3046,n/a,n/a,East Mersea,Wheatley,6.2,n/a
1470/3046,n/a,n/a,East Oro,Hawkestone,6.2,n/a
1470/3046,n/a,n/a,Edna Staebler,Waterloo,6.2,n/a
1470/3046,n/a,n/a,Father Daniel Zanon,Mississauga,6.2,n/a
1470/3046,n/a,n/a,Ferndale Woods,Barrie,6.2,n/a
1470/3046,n/a,n/a,Front of Yonge,Mallorytown,6.2,n/a
1470/3046,n/a,n/a,Frontenac,Burlington,6.2,n/a
1470/3046,n/a,n/a,Gabrielle-Roy,Toronto,6.2,n/a
1470/3046,n/a,n/a,Grand Avenue,Grimsby,6.2,n/a
1470/3046,n/a,n/a,Heximer Avenue,Niagara Falls,6.2,n/a
1470/3046,n/a,n/a,Holland Landing,Holland Landing,6.2,n/a
1470/3046,n/a,n/a,Holy Family,Thunder Bay,6.2,n/a
1470/3046,n/a,n/a,Holy Rosary,Milton,6.2,n/a
1470/3046,n/a,n/a,Innerkip Central,Innerkip,6.2,n/a
1470/3046,n/a,n/a,Lake Simcoe,Innisfil,6.2,n/a
1470/3046,n/a,n/a,Lakeshore Discovery,Emeryville,6.2,n/a
1470/3046,n/a,n/a,LaSalle,LaSalle,6.2,n/a
1470/3046,n/a,n/a,Little Current,Little Current,6.2,n/a
1470/3046,n/a,n/a,Monsignor Michael O'Leary,Bracebridge,6.2,n/a
1470/3046,n/a,n/a,Normanby,Ayton,6.2,n/a
1470/3046,n/a,n/a,Northwood,Windsor,6.2,n/a
1470/3046,n/a,n/a,Ogden,Toronto,6.2,n/a
1470/3046,n/a,n/a,Our Lady of Peace,Brampton,6.2,n/a
1470/3046,n/a,n/a,Palermo,Oakville,6.2,n/a
1470/3046,n/a,n/a,Pierre Elliott Trudeau,Oshawa,6.2,n/a
1470/3046,n/a,n/a,Ponsonby,Guelph,6.2,n/a
1470/3046,n/a,n/a,Queensdale,Hamilton,6.2,n/a
1470/3046,n/a,n/a,River View,Niagara Falls,6.2,n/a
1470/3046,n/a,n/a,Saint-Augustin,Garson,6.2,n/a
1470/3046,n/a,n/a,Sainte-Croix,Haileybury,6.2,n/a
1470/3046,n/a,n/a,Saint-Jean-de-Brébeuf,London,6.2,n/a
1470/3046,n/a,n/a,Saint-Noël-Chabanel,Cambridge,6.2,n/a
1470/3046,n/a,n/a,Saint-Paul,Plantagenet,6.2,n/a
1470/3046,n/a,n/a,St Agatha,Toronto,6.2,n/a
1470/3046,n/a,n/a,St Aloysius,Kitchener,6.2,n/a
1470/3046,n/a,n/a,St Bonaventure,Brampton,6.2,n/a
1470/3046,n/a,n/a,St Christopher,Windsor,6.2,n/a
1470/3046,n/a,n/a,St Dominic Savio,Toronto,6.2,n/a
1470/3046,n/a,n/a,St Edmund Campion,Toronto,6.2,n/a
1470/3046,n/a,n/a,St Eugenes,Hamilton,6.2,n/a
1470/3046,n/a,n/a,St Florence,Toronto,6.2,n/a
1470/3046,n/a,n/a,St Francis,Thunder Bay,6.2,n/a
1470/3046,n/a,n/a,St Joseph,Belleville,6.2,n/a
1470/3046,n/a,n/a,St Joseph,Bowmanville,6.2,n/a
1470/3046,n/a,n/a,St Marguerite d'Youville,Ottawa,6.2,n/a
1470/3046,n/a,n/a,St Martin,Smithville,6.2,n/a
1470/3046,n/a,n/a,St Mary,Maidstone,6.2,n/a
1470/3046,n/a,n/a,St Monica,Pickering,6.2,n/a
1470/3046,n/a,n/a,St Monica,Toronto,6.2,n/a
1470/3046,n/a,n/a,St Monicas,Barrie,6.2,n/a
1470/3046,n/a,n/a,St Nicholas,Toronto,6.2,n/a
1470/3046,n/a,n/a,St Paul,Sault Ste. Marie,6.2,n/a
1470/3046,n/a,n/a,St Peter,Tecumseh,6.2,n/a
1470/3046,n/a,n/a,St Stephen,Brampton,6.2,n/a
1470/3046,n/a,n/a,St Veronica,Woodbridge,6.2,n/a
1470/3046,n/a,n/a,St. Andre,Toronto,6.2,n/a
1470/3046,n/a,n/a,Terry Fox,Barrie,6.2,n/a
1470/3046,n/a,n/a,Thamesville Area Central,Thamesville,6.2,n/a
1470/3046,n/a,n/a,Valley View,Val Caron,6.2,n/a
1470/3046,n/a,n/a,Victoria Cross,Mount Forest,6.2,n/a
1470/3046,n/a,n/a,Warminster,Warminster,6.2,n/a
1470/3046,n/a,n/a,Waverley Drive,Guelph,6.2,n/a
1470/3046,n/a,n/a,Wyevale Central,Wyevale,6.2,n/a
1549/3046,n/a,n/a,Allandale Heights,Barrie,6.1,n/a
1549/3046,n/a,n/a,Bakersfield,Thornhill,6.1,n/a
1549/3046,n/a,n/a,Bayridge,Kingston,6.1,n/a
1549/3046,n/a,n/a,Briargreen,Nepean,6.1,n/a
1549/3046,n/a,n/a,Camborne,Cobourg,6.1,n/a
1549/3046,n/a,n/a,Central,Burlington,6.1,n/a
1549/3046,n/a,n/a,Coldwater,Coldwater,6.1,n/a
1549/3046,n/a,n/a,Dawn-Euphemia,Dresden,6.1,n/a
1549/3046,n/a,n/a,Emily Carr,London,6.1,n/a
1549/3046,n/a,n/a,Farley Mowat,Ottawa,6.1,n/a
1549/3046,n/a,n/a,Father Francis McSpiritt,Brampton,6.1,n/a
1549/3046,n/a,n/a,Floradale,Elmira,6.1,n/a
1549/3046,n/a,n/a,Floradale,Mississauga,6.1,n/a
1549/3046,n/a,n/a,George Peck,Toronto,6.1,n/a
1549/3046,n/a,n/a,Harmony,Corbyville,6.1,n/a
1549/3046,n/a,n/a,Harmony Heights,Oshawa,6.1,n/a
1549/3046,n/a,n/a,Heather Heights,Toronto,6.1,n/a
1549/3046,n/a,n/a,Hillcrest,Petrolia,6.1,n/a
1549/3046,n/a,n/a,Holy Family,Bolton,6.1,n/a
1549/3046,n/a,n/a,Howick Central,Gorrie,6.1,n/a
1549/3046,n/a,n/a,Jean Steckle,Kitchener,6.1,n/a
1549/3046,n/a,n/a,John Black,Fergus,6.1,n/a
1549/3046,n/a,n/a,John Young,Kanata,6.1,n/a
1549/3046,n/a,n/a,Kars on the Rideau,Kars,6.1,n/a
1549/3046,n/a,n/a,Lakewoods,Oshawa,6.1,n/a
1549/3046,n/a,n/a,Lester B Pearson,Brampton,6.1,n/a
1549/3046,n/a,n/a,Mary Shadd,Toronto,6.1,n/a
1549/3046,n/a,n/a,Mount Pleasant,Mount Pleasant,6.1,n/a
1549/3046,n/a,n/a,Mountain View,Stoney Creek,6.1,n/a
1549/3046,n/a,n/a,Notre-Dame-des-Champs,Ottawa,6.1,n/a
1549/3046,n/a,n/a,Pauline,Toronto,6.1,n/a
1549/3046,n/a,n/a,Pinewood,Sault Ste. Marie,6.1,n/a
1549/3046,n/a,n/a,Pope John Paul II,Hamilton,6.1,n/a
1549/3046,n/a,n/a,Queen of Heaven,Mississauga,6.1,n/a
1549/3046,n/a,n/a,R L Graham,Keswick,6.1,n/a
1549/3046,n/a,n/a,Red Lake Madsen,Red Lake,6.1,n/a
1549/3046,n/a,n/a,Rose Avenue,Toronto,6.1,n/a
1549/3046,n/a,n/a,Sacred Heart,Wingham,6.1,n/a
1549/3046,n/a,n/a,Sainte-Ursule,McGregor,6.1,n/a
1549/3046,n/a,n/a,Saint-Jean-Baptiste,Amherstburg,6.1,n/a
1549/3046,n/a,n/a,Second Street,Toronto,6.1,n/a
1549/3046,n/a,n/a,Seneca Central,York,6.1,n/a
1549/3046,n/a,n/a,Silver Creek,Georgetown,6.1,n/a
1549/3046,n/a,n/a,Sir Arthur Currie,London,6.1,n/a
1549/3046,n/a,n/a,South Crosby,Elgin,6.1,n/a
1549/3046,n/a,n/a,Sprucecourt,Toronto,6.1,n/a
1549/3046,n/a,n/a,St Alphonsus,Peterborough,6.1,n/a
1549/3046,n/a,n/a,St Anthony of Padua,Milton,6.1,n/a
1549/3046,n/a,n/a,St Benedict,Orangeville,6.1,n/a
1549/3046,n/a,n/a,St Bernadette's,Sutton West,6.1,n/a
1549/3046,n/a,n/a,St Columban,Dublin,6.1,n/a
1549/3046,n/a,n/a,St Faustina,Mississauga,6.1,n/a
1549/3046,n/a,n/a,St Jean de Brebeuf,Bradford,6.1,n/a
1549/3046,n/a,n/a,St John,Arthur,6.1,n/a
1549/3046,n/a,n/a,St John Vianney,Toronto,6.1,n/a
1549/3046,n/a,n/a,St Marguerite d'Youville,Whitby,6.1,n/a
1549/3046,n/a,n/a,St Maria Goretti,Toronto,6.1,n/a
1549/3046,n/a,n/a,St Patrick,Nepean,6.1,n/a
1549/3046,n/a,n/a,St Victor,Toronto,6.1,n/a
1549/3046,n/a,n/a,Stockdale,Frankford,6.1,n/a
1549/3046,n/a,n/a,Susanna Moodie,Belleville,6.1,n/a
1549/3046,n/a,n/a,Timberbank,Toronto,6.1,n/a
1549/3046,n/a,n/a,Transfiguration of our Lord,Toronto,6.1,n/a
1549/3046,n/a,n/a,Truedell,Kingston,6.1,n/a
1549/3046,n/a,n/a,Vincent Massey,Oshawa,6.1,n/a
1549/3046,n/a,n/a,Viscount Alexander,Cornwall,6.1,n/a
1549/3046,n/a,n/a,Wexford,Toronto,6.1,n/a
1616/3046,n/a,n/a,Ada B Massecar,Waterford,6,n/a
1616/3046,n/a,n/a,Anderdon,Amherstburg,6,n/a
1616/3046,n/a,n/a,Annunciation of Our Lord,Hamilton,6,n/a
1616/3046,n/a,n/a,Bayshore,Nepean,6,n/a
1616/3046,n/a,n/a,Blessed Kateri Tekakwitha,Orléans,6,n/a
1616/3046,n/a,n/a,Blessed Sacrament,Kitchener,6,n/a
1616/3046,n/a,n/a,Bloomsburg,Waterford,6,n/a
1616/3046,n/a,n/a,C D Howe,Thunder Bay,6,n/a
