2017-18 Rank,Rank in the most recent five years,Trend,School Name,City,2017-18 Rating,Rating in the most recent five years
2622/3046,n/a,n/a,Delhi,Delhi,4.1,n/a
2622/3046,n/a,n/a,Dr H D Taylor,Windsor,4.1,n/a
2622/3046,n/a,n/a,Elgin Avenue,Simcoe,4.1,n/a
2622/3046,n/a,n/a,Fairfield,Amherstview,4.1,n/a
2622/3046,n/a,n/a,Forest Hill,Kitchener,4.1,n/a
2622/3046,n/a,n/a,Gravenhurst,Gravenhurst,4.1,n/a
2622/3046,n/a,n/a,Grenoble,Toronto,4.1,n/a
2622/3046,n/a,n/a,Highview,Hamilton,4.1,n/a
2622/3046,n/a,n/a,King Edward,Windsor,4.1,n/a
2622/3046,n/a,n/a,Land O Lakes,Mountain Grove,4.1,n/a
2622/3046,n/a,n/a,Land of Lakes,Burk's Falls,4.1,n/a
2622/3046,n/a,n/a,Princess Anne,Sudbury,4.1,n/a
2622/3046,n/a,n/a,Ridgemount,Hamilton,4.1,n/a
2622/3046,n/a,n/a,Sacred Heart,Espanola,4.1,n/a
2622/3046,n/a,n/a,Saint Mary's,Huntsville,4.1,n/a
2622/3046,n/a,n/a,St Angela,Toronto,4.1,n/a
2622/3046,n/a,n/a,St Augustine,Welland,4.1,n/a
2622/3046,n/a,n/a,St Francis of Assisi,Innisfil,4.1,n/a
2622/3046,n/a,n/a,St Mary,Brampton,4.1,n/a
2622/3046,n/a,n/a,St Peter,Trenton,4.1,n/a
2622/3046,n/a,n/a,Victoria Harbour,Victoria Harbour,4.1,n/a
2622/3046,n/a,n/a,Westwood,Guelph,4.1,n/a
2622/3046,n/a,n/a,York Street,Ottawa,4.1,n/a
2652/3046,n/a,n/a,Bobby Orr,Oshawa,4,n/a
2652/3046,n/a,n/a,Boston,Waterford,4,n/a
2652/3046,n/a,n/a,Cedar Drive,Toronto,4,n/a
2652/3046,n/a,n/a,Corvette,Toronto,4,n/a
2652/3046,n/a,n/a,D M Sutherland,Woodstock,4,n/a
2652/3046,n/a,n/a,Gateway Drive,Guelph,4,n/a
2652/3046,n/a,n/a,Havelock-Belmont,Havelock,4,n/a
2652/3046,n/a,n/a,Hess Street,Hamilton,4,n/a
2652/3046,n/a,n/a,Holy Cross,Brantford,4,n/a
2652/3046,n/a,n/a,Howard Robertson,Kitchener,4,n/a
2652/3046,n/a,n/a,Huron Park,Midland,4,n/a
2652/3046,n/a,n/a,Maple Grove,Barrie,4,n/a
2652/3046,n/a,n/a,Military Trail,Toronto,4,n/a
2652/3046,n/a,n/a,Nicholas Wilson,London,4,n/a
2652/3046,n/a,n/a,Nobel,Nobel,4,n/a
2652/3046,n/a,n/a,Notre-Dame-de-la-Jeunesse,Niagara Falls,4,n/a
2652/3046,n/a,n/a,Our Lady of Lourdes,Elmvale,4,n/a
2652/3046,n/a,n/a,Portage Trail Junior Community,Toronto,4,n/a
2652/3046,n/a,n/a,Rainham Central,Fisherville,4,n/a
2652/3046,n/a,n/a,St Barbara,Toronto,4,n/a
2652/3046,n/a,n/a,St Christopher,St Catharines,4,n/a
2652/3046,n/a,n/a,St Mary,Trenton,4,n/a
2652/3046,n/a,n/a,St Mary's,West Lorne,4,n/a
2652/3046,n/a,n/a,St Patrick,Peterborough,4,n/a
2652/3046,n/a,n/a,Thompson Creek,Dunnville,4,n/a
2652/3046,n/a,n/a,Warden Avenue,Toronto,4,n/a
2652/3046,n/a,n/a,Willow Park,Toronto,4,n/a
2652/3046,n/a,n/a,Woodland Heights,London,4,n/a
2680/3046,n/a,n/a,A A Wright,Wallaceburg,3.9,n/a
2680/3046,n/a,n/a,Aberdeen,London,3.9,n/a
2680/3046,n/a,n/a,Brant Hills,Burlington,3.9,n/a
2680/3046,n/a,n/a,Bridgewood,Cornwall,3.9,n/a
2680/3046,n/a,n/a,Colonel Cameron,Corunna,3.9,n/a
2680/3046,n/a,n/a,Couchiching Heights,Orillia,3.9,n/a
2680/3046,n/a,n/a,Deer Park,Keswick,3.9,n/a
2680/3046,n/a,n/a,Deseronto,Deseronto,3.9,n/a
2680/3046,n/a,n/a,Elgin Street,Cambridge,3.9,n/a
2680/3046,n/a,n/a,Franklin D Roosevelt,London,3.9,n/a
2680/3046,n/a,n/a,Gordon B Attersley,Oshawa,3.9,n/a
2680/3046,n/a,n/a,Gordon McGregor,Windsor,3.9,n/a
2680/3046,n/a,n/a,Holy Name,Pembroke,3.9,n/a
2680/3046,n/a,n/a,Immaculée-Conception,St Catharines,3.9,n/a
2680/3046,n/a,n/a,J G Workman,Toronto,3.9,n/a
2680/3046,n/a,n/a,Kinnwood Central,Forest,3.9,n/a
2680/3046,n/a,n/a,La Résurrection,Sturgeon Falls,3.9,n/a
2680/3046,n/a,n/a,Mapleridge,Powassan,3.9,n/a
2680/3046,n/a,n/a,Maryvale,Toronto,3.9,n/a
2680/3046,n/a,n/a,P.E. McGibbon,Sarnia,3.9,n/a
2680/3046,n/a,n/a,Pope John Paul II,Lindsay,3.9,n/a
2680/3046,n/a,n/a,Priory Park,Guelph,3.9,n/a
2680/3046,n/a,n/a,River View,Sault Ste. Marie,3.9,n/a
2680/3046,n/a,n/a,Robert Moore,Fort Frances,3.9,n/a
2680/3046,n/a,n/a,Sioux Mountain,Sioux Lookout,3.9,n/a
2680/3046,n/a,n/a,St Albert,Toronto,3.9,n/a
2680/3046,n/a,n/a,St Elizabeth Seton,Toronto,3.9,n/a
2680/3046,n/a,n/a,St John's,Red Lake,3.9,n/a
2680/3046,n/a,n/a,St Joseph,Brampton,3.9,n/a
2680/3046,n/a,n/a,St Ursula,Toronto,3.9,n/a
2680/3046,n/a,n/a,Tweedsmuir,London,3.9,n/a
2711/3046,n/a,n/a,Ahkwesahsne Mohawk,Cornwall,3.8,n/a
2711/3046,n/a,n/a,Armour Heights,Peterborough,3.8,n/a
2711/3046,n/a,n/a,Cleardale,London,3.8,n/a
2711/3046,n/a,n/a,Fenelon,Cameron,3.8,n/a
2711/3046,n/a,n/a,Immaculate Conception,Toronto,3.8,n/a
2711/3046,n/a,n/a,Jean Vanier,Brantford,3.8,n/a
2711/3046,n/a,n/a,King George VI,Kenora,3.8,n/a
2711/3046,n/a,n/a,Knob Hill,Toronto,3.8,n/a
2711/3046,n/a,n/a,Manchester,Cambridge,3.8,n/a
2711/3046,n/a,n/a,Manhattan Park,Toronto,3.8,n/a
2711/3046,n/a,n/a,Northbrae,London,3.8,n/a
2711/3046,n/a,n/a,Our Lady of the Assumption,Toronto,3.8,n/a
2711/3046,n/a,n/a,Pine Glen,Huntsville,3.8,n/a
2711/3046,n/a,n/a,Prueter,Kitchener,3.8,n/a
2711/3046,n/a,n/a,Queen Elizabeth II,Sudbury,3.8,n/a
2711/3046,n/a,n/a,Regina Street,Ottawa,3.8,n/a
2711/3046,n/a,n/a,Saint-Louis,Penetanguishene,3.8,n/a
2711/3046,n/a,n/a,Saint-Paul,Pointe-aux-Roches,3.8,n/a
2711/3046,n/a,n/a,Springfield,Springfield,3.8,n/a
2711/3046,n/a,n/a,St Columba,Toronto,3.8,n/a
2711/3046,n/a,n/a,St John Bosco,Brampton,3.8,n/a
2711/3046,n/a,n/a,St Michael,Belleville,3.8,n/a
2711/3046,n/a,n/a,St. Joseph,Cobourg,3.8,n/a
2711/3046,n/a,n/a,Vanier,Brockville,3.8,n/a
2735/3046,n/a,n/a,Assomption,Earlton,3.7,n/a
2735/3046,n/a,n/a,Bishop Townshend,London,3.7,n/a
2735/3046,n/a,n/a,Centennial,Ottawa,3.7,n/a
2735/3046,n/a,n/a,David Bouchard,Oshawa,3.7,n/a
2735/3046,n/a,n/a,David Maxwell,Windsor,3.7,n/a
2735/3046,n/a,n/a,Elizabeth Bagshaw,Hamilton,3.7,n/a
2735/3046,n/a,n/a,Evergreen Heights,Emsdale,3.7,n/a
2735/3046,n/a,n/a,Frankford,Frankford,3.7,n/a
2735/3046,n/a,n/a,Galloway Road,Toronto,3.7,n/a
2735/3046,n/a,n/a,General Brock,Windsor,3.7,n/a
2735/3046,n/a,n/a,Glen Cairn,London,3.7,n/a
2735/3046,n/a,n/a,Grafton,Grafton,3.7,n/a
2735/3046,n/a,n/a,Greely,Greely,3.7,n/a
2735/3046,n/a,n/a,Humphrey Central,Parry Sound,3.7,n/a
2735/3046,n/a,n/a,J L Mitchener,Cayuga,3.7,n/a
2735/3046,n/a,n/a,Lawfield,Hamilton,3.7,n/a
2735/3046,n/a,n/a,Meadowbrook,Newmarket,3.7,n/a
2735/3046,n/a,n/a,Mosa Central,Glencoe,3.7,n/a
2735/3046,n/a,n/a,Oakley Park,Barrie,3.7,n/a
2735/3046,n/a,n/a,Princess Elizabeth,Windsor,3.7,n/a
2735/3046,n/a,n/a,Roxmore,Avonmore,3.7,n/a
2735/3046,n/a,n/a,Santa Maria,Toronto,3.7,n/a
2735/3046,n/a,n/a,St Margaret's,Toronto,3.7,n/a
2735/3046,n/a,n/a,St Mary's,Goderich,3.7,n/a
2735/3046,n/a,n/a,Stella Maris,Toronto,3.7,n/a
2735/3046,n/a,n/a,Sundridge Centennial,Sundridge,3.7,n/a
2735/3046,n/a,n/a,The Prince Charles,Napanee,3.7,n/a
2735/3046,n/a,n/a,V P Carswell,Trenton,3.7,n/a
2735/3046,n/a,n/a,Victor Lauriston,Chatham,3.7,n/a
2735/3046,n/a,n/a,Zorra Highland Park,Embro,3.7,n/a
2765/3046,n/a,n/a,Annandale,Tillsonburg,3.6,n/a
2765/3046,n/a,n/a,Avenue Road,Cambridge,3.6,n/a
2765/3046,n/a,n/a,Bonaventure Meadows,London,3.6,n/a
2765/3046,n/a,n/a,Central,Cambridge,3.6,n/a
2765/3046,n/a,n/a,Chesterville,Chesterville,3.6,n/a
2765/3046,n/a,n/a,Evelyn Harrison,London,3.6,n/a
2765/3046,n/a,n/a,Frank W Begley,Windsor,3.6,n/a
2765/3046,n/a,n/a,G C Huston,Southampton,3.6,n/a
2765/3046,n/a,n/a,John Wise,St Thomas,3.6,n/a
2765/3046,n/a,n/a,Joyceville,Joyceville,3.6,n/a
2765/3046,n/a,n/a,L'Héritage,St Catharines,3.6,n/a
2765/3046,n/a,n/a,Lincoln Heights,Waterloo,3.6,n/a
2765/3046,n/a,n/a,McGillivray Central,Ailsa Craig,3.6,n/a
2765/3046,n/a,n/a,Our Lady of Grace,Angus,3.6,n/a
2765/3046,n/a,n/a,Parkview,Lindsay,3.6,n/a
2765/3046,n/a,n/a,Prince Charles,Belleville,3.6,n/a
2765/3046,n/a,n/a,Robert E Wilson,Vanier,3.6,n/a
2765/3046,n/a,n/a,Sir Winston Churchill,Brampton,3.6,n/a
2765/3046,n/a,n/a,St Ann's,Penetanguishene,3.6,n/a
2765/3046,n/a,n/a,St Bernadette,Kitchener,3.6,n/a
2765/3046,n/a,n/a,St Joseph,Toronto,3.6,n/a
2765/3046,n/a,n/a,St Mary,Massey,3.6,n/a
2765/3046,n/a,n/a,St Patrick,Niagara Falls,3.6,n/a
2788/3046,n/a,n/a,Académie de la Moraine,Richmond Hill,3.5,n/a
2788/3046,n/a,n/a,Blessed Sacrament,London,3.5,n/a
2788/3046,n/a,n/a,Charles C McLean,Gore Bay,3.5,n/a
2788/3046,n/a,n/a,Cochrane,Cochrane,3.5,n/a
2788/3046,n/a,n/a,E W Norman,North Bay,3.5,n/a
2788/3046,n/a,n/a,Elgin Market,Kincardine,3.5,n/a
2788/3046,n/a,n/a,Ernest Cumberland,Alliston,3.5,n/a
2788/3046,n/a,n/a,Franklin,Hamilton,3.5,n/a
2788/3046,n/a,n/a,Granite Ridge Education Centre,Sharbot Lake,3.5,n/a
2788/3046,n/a,n/a,H J Lassaline,Windsor,3.5,n/a
2788/3046,n/a,n/a,James Keating,Penetanguishene,3.5,n/a
2788/3046,n/a,n/a,K P Manson,Severn Bridge,3.5,n/a
2788/3046,n/a,n/a,Kingsway Park,Thunder Bay,3.5,n/a
2788/3046,n/a,n/a,Marie-Curie,Ottawa,3.5,n/a
2788/3046,n/a,n/a,Monseigneur-de-Laval,Hamilton,3.5,n/a
2788/3046,n/a,n/a,Northdale,Woodstock,3.5,n/a
2788/3046,n/a,n/a,Prince of Wales,Brockville,3.5,n/a
2788/3046,n/a,n/a,Queen Elizabeth,Kitchener,3.5,n/a
2788/3046,n/a,n/a,Queen Elizabeth,Leamington,3.5,n/a
2788/3046,n/a,n/a,Rockway,Kitchener,3.5,n/a
2788/3046,n/a,n/a,Sainte-Catherine,Pain Court,3.5,n/a
2788/3046,n/a,n/a,Sherbrooke,Thunder Bay,3.5,n/a
2788/3046,n/a,n/a,Sir Wilfrid Laurier,Hamilton,3.5,n/a
2788/3046,n/a,n/a,South Edwardsburg,Johnstown,3.5,n/a
2788/3046,n/a,n/a,Thessalon,Thessalon,3.5,n/a
2788/3046,n/a,n/a,Village Union,Oshawa,3.5,n/a
2788/3046,n/a,n/a,White Oaks,London,3.5,n/a
2815/3046,n/a,n/a,Carleton Heights,Ottawa,3.4,n/a
2815/3046,n/a,n/a,Centennial,Kingston,3.4,n/a
2815/3046,n/a,n/a,Delaware Central,Delaware,3.4,n/a
2815/3046,n/a,n/a,Grandview,Brantford,3.4,n/a
2815/3046,n/a,n/a,Knollwood Park,London,3.4,n/a
2815/3046,n/a,n/a,Lady Evelyn Alternative,Ottawa,3.4,n/a
2815/3046,n/a,n/a,Lord Elgin,London,3.4,n/a
2815/3046,n/a,n/a,Maple Grove,Lanark,3.4,n/a
2815/3046,n/a,n/a,Mattawa District,Mattawa,3.4,n/a
2815/3046,n/a,n/a,Monsignor Philip Coffey,Oshawa,3.4,n/a
2815/3046,n/a,n/a,Northeastern,Garson,3.4,n/a
2815/3046,n/a,n/a,Our Lady of Victory,Toronto,3.4,n/a
2815/3046,n/a,n/a,Pope John XXIII,Nepean,3.4,n/a
2815/3046,n/a,n/a,Queen Elizabeth,Peterborough,3.4,n/a
2815/3046,n/a,n/a,Queen Mary,Hamilton,3.4,n/a
2815/3046,n/a,n/a,Sainte-Anne,Mattawa,3.4,n/a
2815/3046,n/a,n/a,Séraphin-Marion,Ottawa,3.4,n/a
2815/3046,n/a,n/a,St Bernard's,Orillia,3.4,n/a
2815/3046,n/a,n/a,St Teresa's,Peterborough,3.4,n/a
2815/3046,n/a,n/a,Woodville,Woodville,3.4,n/a
2835/3046,n/a,n/a,C C Carrothers,London,3.3,n/a
2835/3046,n/a,n/a,Central,Kirkland Lake,3.3,n/a
2835/3046,n/a,n/a,East Oxford,Woodstock,3.3,n/a
2835/3046,n/a,n/a,East Ridge,Owen Sound,3.3,n/a
2835/3046,n/a,n/a,General Mercer,Toronto,3.3,n/a
2835/3046,n/a,n/a,Gore Hill,Leamington,3.3,n/a
2835/3046,n/a,n/a,Jean-Béliveau,East Gwillimbury,3.3,n/a
2835/3046,n/a,n/a,Nelson Mandela Park,Toronto,3.3,n/a
2835/3046,n/a,n/a,Riverside,Huntsville,3.3,n/a
2835/3046,n/a,n/a,S Geiger,Massey,3.3,n/a
2835/3046,n/a,n/a,St Stephen,Toronto,3.3,n/a
2835/3046,n/a,n/a,St Theresa,St Catharines,3.3,n/a
2835/3046,n/a,n/a,St-Jude,Porcupine,3.3,n/a
2848/3046,n/a,n/a,Adelaide Hoodless,Hamilton,3.2,n/a
2848/3046,n/a,n/a,Assumption,Vanier,3.2,n/a
2848/3046,n/a,n/a,Chester Le,Toronto,3.2,n/a
2848/3046,n/a,n/a,Country Hills,Kitchener,3.2,n/a
2848/3046,n/a,n/a,Erin,Erin,3.2,n/a
2848/3046,n/a,n/a,J F Carmichael,Kitchener,3.2,n/a
2848/3046,n/a,n/a,Joseph Brant,Toronto,3.2,n/a
2848/3046,n/a,n/a,Notre-Dame-de-la-Huronie,Collingwood,3.2,n/a
2848/3046,n/a,n/a,Oliver Stephens,Woodstock,3.2,n/a
2848/3046,n/a,n/a,Our Lady Immaculate,Strathroy,3.2,n/a
2848/3046,n/a,n/a,Peninsula Shores,Wiarton,3.2,n/a
2848/3046,n/a,n/a,Prince Charles,Verona,3.2,n/a
2848/3046,n/a,n/a,Prince of Peace,Ottawa,3.2,n/a
2848/3046,n/a,n/a,Ridgewood,Coboconk,3.2,n/a
2848/3046,n/a,n/a,Saint-Joseph,Blind River,3.2,n/a
2848/3046,n/a,n/a,Saints-Anges,North Bay,3.2,n/a
2848/3046,n/a,n/a,Valley Way,Niagara Falls,3.2,n/a
2848/3046,n/a,n/a,West Hill,Toronto,3.2,n/a
2866/3046,n/a,n/a,Ben R McMullin,Sault Ste. Marie,3.1,n/a
2866/3046,n/a,n/a,Blind River,Blind River,3.1,n/a
2866/3046,n/a,n/a,Dr. J. Edgar Davey,Hamilton,3.1,n/a
2866/3046,n/a,n/a,Glen Orchard/Honey Harbour,Port Carling,3.1,n/a
2866/3046,n/a,n/a,Our Lady of Lourdes,Elliot Lake,3.1,n/a
2866/3046,n/a,n/a,Pavillon-de-l'Avenir,Chelmsford,3.1,n/a
2866/3046,n/a,n/a,Sacré-Coeur,Chapleau,3.1,n/a
2866/3046,n/a,n/a,St Michael,London,3.1,n/a
2866/3046,n/a,n/a,Stewart Avenue,Cambridge,3.1,n/a
2875/3046,n/a,n/a,Forest Park,St Thomas,3,n/a
2875/3046,n/a,n/a,Holy Family,Toronto,3,n/a
2875/3046,n/a,n/a,Iroquois Falls,Iroquois Falls,3,n/a
2875/3046,n/a,n/a,King Edward,Kitchener,3,n/a
2875/3046,n/a,n/a,Markstay/Warren,Markstay,3,n/a
2875/3046,n/a,n/a,North Star,Atikokan,3,n/a
2875/3046,n/a,n/a,Our Lady of Fatima,Elliot Lake,3,n/a
2875/3046,n/a,n/a,R M Moore,Sault Ste. Marie,3,n/a
2875/3046,n/a,n/a,Southside,Woodstock,3,n/a
2875/3046,n/a,n/a,St Thomas More,London,3,n/a
2875/3046,n/a,n/a,St-Joseph,Sudbury,3,n/a
2886/3046,n/a,n/a,Alexandra,Owen Sound,2.9,n/a
2886/3046,n/a,n/a,Algonquin Avenue,Thunder Bay,2.9,n/a
2886/3046,n/a,n/a,Bayview Heights,Pickering,2.9,n/a
2886/3046,n/a,n/a,Charles H. Hulse,Ottawa,2.9,n/a
2886/3046,n/a,n/a,Colborne,Colborne,2.9,n/a
2886/3046,n/a,n/a,des Navigateurs,Haileybury,2.9,n/a
2886/3046,n/a,n/a,Jeunesse-Active,Sturgeon Falls,2.9,n/a
2886/3046,n/a,n/a,John P Robarts,London,2.9,n/a
2886/3046,n/a,n/a,Northern Heights,Sault Ste. Marie,2.9,n/a
2886/3046,n/a,n/a,Our Lady of Mount Carmel,Ottawa,2.9,n/a
2886/3046,n/a,n/a,Paul VI,Hawkesbury,2.9,n/a
2886/3046,n/a,n/a,Port Burwell,Port Burwell,2.9,n/a
2886/3046,n/a,n/a,Queen Elizabeth,Picton,2.9,n/a
2886/3046,n/a,n/a,Selby,Selby,2.9,n/a
2886/3046,n/a,n/a,V K Greer Memorial,Utterson,2.9,n/a
2886/3046,n/a,n/a,W H Ballard,Hamilton,2.9,n/a
2886/3046,n/a,n/a,Wellington,Prescott,2.9,n/a
2886/3046,n/a,n/a,Whitefish Valley,Kakabeka Falls,2.9,n/a
2904/3046,n/a,n/a,Assomption,Kirkland Lake,2.8,n/a
2904/3046,n/a,n/a,Bishop Macdonell,Cornwall,2.8,n/a
2904/3046,n/a,n/a,Blossom Park,Gloucester,2.8,n/a
2904/3046,n/a,n/a,Parkdale,Toronto,2.8,n/a
2904/3046,n/a,n/a,St Charles Garnier,Toronto,2.8,n/a
2904/3046,n/a,n/a,St James,Thunder Bay,2.8,n/a
2904/3046,n/a,n/a,St Patrick,Kapuskasing,2.8,n/a
2904/3046,n/a,n/a,White Woods,Sturgeon Falls,2.8,n/a
2904/3046,n/a,n/a,Woodland,North Bay,2.8,n/a
2913/3046,n/a,n/a,Central,Cornwall,2.7,n/a
2913/3046,n/a,n/a,Dunlop,Ottawa,2.7,n/a
2913/3046,n/a,n/a,Glen Street,Oshawa,2.7,n/a
2913/3046,n/a,n/a,Highland Heights,Peterborough,2.7,n/a
2913/3046,n/a,n/a,Hillcrest,London,2.7,n/a
2913/3046,n/a,n/a,Hillsdale,Oshawa,2.7,n/a
2913/3046,n/a,n/a,Johnson Street,Barrie,2.7,n/a
2913/3046,n/a,n/a,McDougall,Parry Sound,2.7,n/a
2913/3046,n/a,n/a,Memorial (City),Hamilton,2.7,n/a
2913/3046,n/a,n/a,Pavillon de la jeunesse,Hamilton,2.7,n/a
2913/3046,n/a,n/a,St Gregory,Cambridge,2.7,n/a
2913/3046,n/a,n/a,St. Francis of Assisi,Kingston,2.7,n/a
2913/3046,n/a,n/a,W.E. Gowling,Ottawa,2.7,n/a
2926/3046,n/a,n/a,Aldborough,Rodney,2.6,n/a
2926/3046,n/a,n/a,Central,Woodstock,2.6,n/a
2926/3046,n/a,n/a,Fairmont,London,2.6,n/a
2926/3046,n/a,n/a,King George,Brantford,2.6,n/a
2926/3046,n/a,n/a,Queen Elizabeth,Ottawa,2.6,n/a
2926/3046,n/a,n/a,St Michael,Ottawa,2.6,n/a
2932/3046,n/a,n/a,Agnes Hodge,Brantford,2.5,n/a
2932/3046,n/a,n/a,Arthur Stringer,London,2.5,n/a
2932/3046,n/a,n/a,Bennetto,Hamilton,2.5,n/a
2932/3046,n/a,n/a,East Williams Memorial,Ailsa Craig,2.5,n/a
2932/3046,n/a,n/a,Epiphany of our Lord,Toronto,2.5,n/a
2932/3046,n/a,n/a,Lansdowne,Sarnia,2.5,n/a
2932/3046,n/a,n/a,Muskoka Falls,Bracebridge,2.5,n/a
2932/3046,n/a,n/a,Parkhill-West Williams,Parkhill,2.5,n/a
2932/3046,n/a,n/a,Princess Elizabeth,Brantford,2.5,n/a
2932/3046,n/a,n/a,Saint-Raymond,North Bay,2.5,n/a
2932/3046,n/a,n/a,St Dorothy,Toronto,2.5,n/a
2932/3046,n/a,n/a,St Roch,Toronto,2.5,n/a
2944/3046,n/a,n/a,Good Shepherd,Port Perry,2.4,n/a
2944/3046,n/a,n/a,Hanna Memorial,Sarnia,2.4,n/a
2944/3046,n/a,n/a,Levack,Levack,2.4,n/a
2944/3046,n/a,n/a,Molly Brant,Kingston,2.4,n/a
2944/3046,n/a,n/a,St Columban's,Cornwall,2.4,n/a
2944/3046,n/a,n/a,Tamworth,Tamworth,2.4,n/a
2944/3046,n/a,n/a,Trent River,Trenton,2.4,n/a
2951/3046,n/a,n/a,A R Kaufman,Kitchener,2.3,n/a
2951/3046,n/a,n/a,Eastview,Toronto,2.3,n/a
2951/3046,n/a,n/a,Hawthorne,Ottawa,2.3,n/a
2951/3046,n/a,n/a,Lionel-Gauthier,Timmins,2.3,n/a
2951/3046,n/a,n/a,St Noel Chabanel,Wasaga Beach,2.3,n/a
2951/3046,n/a,n/a,Woodcrest,Oshawa,2.3,n/a
2957/3046,n/a,n/a,M S Hetherington,Windsor,2.2,n/a
2957/3046,n/a,n/a,Sacred Heart,Sioux Lookout,2.2,n/a
2957/3046,n/a,n/a,Saint-François-d'Assise,Welland,2.2,n/a
2960/3046,n/a,n/a,A B Ellis,Espanola,2.1,n/a
2960/3046,n/a,n/a,Crossroads,Devlin,2.1,n/a
2960/3046,n/a,n/a,Hyland Heights,Shelburne,2.1,n/a
2960/3046,n/a,n/a,Jeanne-Sauvé,Sudbury,2.1,n/a
2960/3046,n/a,n/a,John Graves Simcoe,Kingston,2.1,n/a
2960/3046,n/a,n/a,Sir Arthur Carty,London,2.1,n/a
2966/3046,n/a,n/a,Emily Stowe,Norwich,2,n/a
2966/3046,n/a,n/a,Ionview,Toronto,2,n/a
2966/3046,n/a,n/a,Le Trillium,Vanier,2,n/a
2966/3046,n/a,n/a,Mountain View,Goulais River,2,n/a
2966/3046,n/a,n/a,Plymouth,Welland,2,n/a
2971/3046,n/a,n/a,Connaught,Collingwood,1.9,n/a
2971/3046,n/a,n/a,Joseph H Kennedy,Matheson,1.9,n/a
2971/3046,n/a,n/a,Queen Victoria,Hamilton,1.9,n/a
2971/3046,n/a,n/a,R J Lang,Toronto,1.9,n/a
2971/3046,n/a,n/a,Victoria,London,1.9,n/a
2976/3046,n/a,n/a,Federal,Kirkland Lake,1.8,n/a
2976/3046,n/a,n/a,Highland Heights,Toronto,1.8,n/a
2976/3046,n/a,n/a,I L Thomas Odadrihonyani'ta',Ohsweken,1.8,n/a
2976/3046,n/a,n/a,LaMarsh,Niagara Falls,1.8,n/a
2976/3046,n/a,n/a,Lansdowne-Costain,Brantford,1.8,n/a
2976/3046,n/a,n/a,Quinte Mohawk,Tyendinaga Territory,1.8,n/a
2982/3046,n/a,n/a,Dawnview,Hanover,1.7,n/a
2982/3046,n/a,n/a,Rideau Heights,Kingston,1.7,n/a
2982/3046,n/a,n/a,Sir George Etienne Cartier,London,1.7,n/a
2985/3046,n/a,n/a,Cathy Wever,Hamilton,1.6,n/a
2985/3046,n/a,n/a,Cecil B Stirling,Hamilton,1.6,n/a
2985/3046,n/a,n/a,First Nations School of Toronto,Toronto,1.6,n/a
2985/3046,n/a,n/a,Lloyd S King,Hagersville,1.6,n/a
2985/3046,n/a,n/a,Odessa,Odessa,1.6,n/a
2985/3046,n/a,n/a,Tyendinaga,Shannonville,1.6,n/a
2991/3046,n/a,n/a,Central,Brantford,1.5,n/a
2991/3046,n/a,n/a,North Hastings,Bancroft,1.5,n/a
2991/3046,n/a,n/a,Notre-Dame,Hamilton,1.5,n/a
2991/3046,n/a,n/a,Sir John A Macdonald,London,1.5,n/a
2995/3046,n/a,n/a,B A Parker,Geraldton,1.4,n/a
2995/3046,n/a,n/a,Queen Mary Street,Ottawa,1.4,n/a
2997/3046,n/a,n/a,Graham Bell-Victoria,Brantford,1.3,n/a
2997/3046,n/a,n/a,Hillside,Forest,1.3,n/a
2997/3046,n/a,n/a,Lord Strathcona,Kingston,1.3,n/a
2997/3046,n/a,n/a,Prince Charles,London,1.3,n/a
3001/3046,n/a,n/a,High Park,Sarnia,1.2,n/a
3001/3046,n/a,n/a,North Addington,Cloyne,1.2,n/a
3001/3046,n/a,n/a,Prince Charles,Brantford,1.2,n/a
3001/3046,n/a,n/a,Schumacher,Schumacher,1.2,n/a
3005/3046,n/a,n/a,Baibombeh Anishinabe,Pawitik,1,n/a
3005/3046,n/a,n/a,Black River,Sutton West,1,n/a
3007/3046,n/a,n/a,George L Armstrong,Hamilton,0.9,n/a
3007/3046,n/a,n/a,Queen Elizabeth II,Sarnia,0.9,n/a
3009/3046,n/a,n/a,Lakeview,M'Chigeeng,0.8,n/a
3009/3046,n/a,n/a,Wilton Grove,London,0.8,n/a
3011/3046,n/a,n/a,Adamsdale,Sudbury,0.7,n/a
3011/3046,n/a,n/a,Centre Peel,Drayton,0.7,n/a
3011/3046,n/a,n/a,Deer Lake,Deer Lake,0.7,n/a
3011/3046,n/a,n/a,F H Miller,Toronto,0.7,n/a
3011/3046,n/a,n/a,Kiwedin,Sault Ste. Marie,0.7,n/a
3011/3046,n/a,n/a,Prince of Wales,Belleville,0.7,n/a
3011/3046,n/a,n/a,St-Gérard,Timmins,0.7,n/a
3018/3046,n/a,n/a,Eastdale,Woodstock,0.6,n/a
3018/3046,n/a,n/a,Jamieson,Ohsweken,0.6,n/a
3018/3046,n/a,n/a,Lansdowne,Sudbury,0.6,n/a
3018/3046,n/a,n/a,Marmora,Marmora,0.6,n/a
3018/3046,n/a,n/a,Pinecrest,Timmins,0.6,n/a
3023/3046,n/a,n/a,Central Avenue,Elliot Lake,0.5,n/a
3023/3046,n/a,n/a,Diamond Jubilee,Kapuskasing,0.5,n/a
3025/3046,n/a,n/a,Sir James Dunn,Wawa,0.4,n/a
3025/3046,n/a,n/a,St Brigids,Hamilton,0.4,n/a
3027/3046,n/a,n/a,Major Ballachey,Brantford,0.3,n/a
